temp_id	state	age	gender	ethnicity	marital	children	education	income
2164	Ohio		F	White/Other	Single	1		> 125K
2165	Missouri		M	White/Other	Single	0		> 125K
2166	Hawaii	46-55	M	White/Other	Single	1		50K-75K
2167	Ohio		M	White/Other	Married	0		30K-40K
2168	Massachusetts	56-65	M	White/Other	Married	0	Grad School	40K-50K
2169	Vermont	66+	F	White/Other	Married	0	High School	50K-75K
2170	Nebraska	66+	F	White/Other	Single	0	Grad School	> 125K
2171	Florida	18-25	F	White/Other	Single	0		20K-30K
2172	Tennessee	18-25	F	White/Other	Single	4	High School	> 125K
2173	Arizona	66+	F	White/Other	Married	1	High School	30K-40K
2174	Texas		M	Asian	Married	1		75K-100K
2175	California	66+	F	White/Other	Married	0	High School	20K-30K
2176	Arizona	56-65	M	White/Other	Married	1	Grad School	75K-100K
2177	West Virginia			White/Other	Single	0		< 15K
2178	New York	36-45	F	White/Other	Married	3	High School	40K-50K
2179	California		M	Hispanic	Single	0		30K-40K
2180	New Hampshire	26-35	F	White/Other	Single	1	College	50K-75K
2181	California		M	Hispanic	Married	0		> 125K
2182	Tennessee	46-55	F	White/Other	Single	0	College	20K-30K
2183	California	46-55	M	Hispanic	Single	1	College	> 125K
2184	Maine	56-65	F	White/Other	Married	1	Grad School	75K-100K
2185	Kentucky	46-55	F	White/Other	Married	0		30K-40K
2186	California	66+	F	White/Other	Married	0	High School	100K-125K
2187	Texas			White/Other	Single	0		< 15K
2188	Oklahoma	66+	F	White/Other	Married	0	High School	100K-125K
2189	Florida	26-35	F	African American	Single	1	High School	30K-40K
2190	North Carolina	26-35	F	African American	Single	1	High School	20K-30K
2191	Texas		F	Hispanic	Single	0		20K-30K
2192	New Jersey		F	White/Other	Single	0		50K-75K
2193	Alabama	18-25	F	White/Other	Married	1		100K-125K
2194	Oregon	36-45	F	White/Other	Married	1	High School	50K-75K
2195	North Carolina	66+	F	White/Other	Married	0		< 15K
2196	Illinois	66+	M	Asian	Single	0	High School	100K-125K
2197	Illinois	46-55	F	White/Other	Single	1	High School	> 125K
2198	California	56-65	F	White/Other	Single	0	High School	50K-75K
2199	Florida	66+	M	White/Other	Married	1	College	75K-100K
2200	Kentucky	66+	M	White/Other	Married	0		50K-75K
2201	Texas		F	White/Other	Single	0		15K-20K
2202	Indiana	46-55	F	White/Other	Single	2	High School	> 125K
2203	Kentucky		M	African American	Married	1		15K-20K
2204	Pennsylvania	36-45	F	White/Other	Single	0		30K-40K
2205	Texas		M	Hispanic	Married	2		75K-100K
2206	Maryland				Married	0		40K-50K
2207	Virginia	66+	F	White/Other	Married	0	Grad School	40K-50K
2208	Virginia	56-65	M	White/Other	Single	0	College	75K-100K
2209	Nebraska	46-55	F	White/Other	Married	1	College	50K-75K
2210	Colorado	26-35	F	White/Other	Married	3		50K-75K
2211	Texas	18-25	M	Hispanic	Single	0	High School	30K-40K
2212	Massachusetts	56-65	F	White/Other	Married	1	Grad School	> 125K
2213	Wisconsin	66+	F	White/Other	Married	1	High School	20K-30K
2214	California	66+	M	Hispanic	Married	0	High School	15K-20K
2215	Louisiana	18-25	F	White/Other	Single	0		< 15K
2216	North Carolina	36-45	M	White/Other	Single	0		15K-20K
2217	Texas	66+	M	White/Other	Married	1	College	30K-40K
2218	Massachusetts	56-65	M	White/Other	Married	1	Grad School	> 125K
2219	Georgia	26-35	M	African American	Single	0	High School	20K-30K
2220	Oklahoma		M	White/Other	Married	1		< 15K
2221	Texas	66+	F	White/Other	Single	0	Grad School	50K-75K
2222	Arkansas	26-35	M	White/Other	Married	1	High School	> 125K
2223	Maryland	46-55	M	White/Other	Married	0		> 125K
2224	Missouri			White/Other	Married	1		50K-75K
2225	Texas			White/Other	Single	0		30K-40K
2226	New Jersey	66+	M	White/Other	Married	0	High School	30K-40K
2227	Iowa	46-55	F	White/Other	Married	2	Grad School	75K-100K
2228	California	26-35	M	White/Other	Married	1		75K-100K
2229	Maryland	36-45	M	White/Other	Single	0	High School	< 15K
2230	Massachusetts		F	Hispanic	Single	0		30K-40K
2231	Pennsylvania	18-25	F	White/Other	Married	0	High School	75K-100K
2232	Michigan	66+	M	White/Other	Married	0	High School	20K-30K
2233	Georgia	66+	F	White/Other	Married	0	College	100K-125K
2234	Texas	56-65	F	Hispanic	Married	0		50K-75K
2235	Maryland	66+	F	White/Other	Married	0	High School	50K-75K
2236	New York	26-35	M	White/Other	Single	0	High School	50K-75K
2237	Colorado	46-55	M	White/Other	Single	1	High School	75K-100K
2238	Florida	26-35	M	African American	Single	0		< 15K
2239	Mississippi	26-35	M	African American	Single	0	High School	50K-75K
2240	Georgia	36-45	M	White/Other	Married	1	College	50K-75K
2241	North Carolina	26-35	F	White/Other	Married	1	College	75K-100K
2242	Louisiana	56-65	M	White/Other	Married	0		75K-100K
2243	Georgia			African American	Married	0		> 125K
2244	California	66+	M	African American	Married	1	College	< 15K
2245	New York			White/Other	Single	0		75K-100K
2246	Maryland	36-45	M	White/Other	Single	0	High School	50K-75K
2247	Florida	46-55	M	White/Other	Married	3	Grad School	50K-75K
2248	Michigan	46-55	M	Asian	Single	0	Grad School	100K-125K
2249	New York	46-55	M	White/Other	Married	0	College	75K-100K
2250	Ohio	26-35	M	White/Other	Single	0	College	20K-30K
2251	Connecticut	46-55	M	White/Other	Single	1	College	75K-100K
2252	California		M	White/Other	Single	0	High School	15K-20K
2253	Texas		F	White/Other	Single	0		< 15K
2254	California	46-55	F	Hispanic	Single	1	College	50K-75K
2255	Kentucky	36-45	M	White/Other	Married	1	College	50K-75K
2256	Missouri	46-55	F	White/Other	Married	1	Grad School	100K-125K
2257	New York	26-35	M	White/Other	Single	1	Grad School	15K-20K
2258	Michigan	36-45	M	White/Other	Married	3	High School	> 125K
2259	Ohio			White/Other	Single	0		< 15K
2260	Montana	56-65	F	White/Other	Married	0	High School	20K-30K
2261	Texas	18-25	M	White/Other	Married	0	High School	50K-75K
2262	Connecticut	36-45	M	White/Other	Single	0		15K-20K
2263	Texas	36-45	F	Hispanic	Married	2	College	30K-40K
2264	New York	36-45	M	White/Other	Single	1	Grad School	15K-20K
2265	Georgia	66+	F	White/Other	Single	0	High School	20K-30K
2266	California	66+	M	White/Other	Married	0	Grad School	50K-75K
2267	Illinois	36-45	M	White/Other	Single	0	College	40K-50K
2268	California		M	Asian	Single	1		15K-20K
2269	Texas	46-55	F	Hispanic	Married	2	High School	40K-50K
2270	New Hampshire	66+	F	White/Other	Married	1	College	75K-100K
2271	Oklahoma	36-45	M	African American	Single	1	High School	50K-75K
2272	North Dakota	46-55	F	White/Other	Married	0	College	75K-100K
2273	Arkansas	36-45	F	White/Other	Single	0		20K-30K
2274	Virginia	66+	M	White/Other	Married	0	High School	> 125K
2275	California	66+	M	White/Other	Married	0	Grad School	50K-75K
2276	Ohio	46-55	M	White/Other	Married	1	High School	40K-50K
2277	New Hampshire	46-55	F	White/Other	Married	1		75K-100K
2278	California	46-55	M	White/Other	Single	1		75K-100K
2279	Hawaii	46-55	M	Hispanic	Married	1	High School	20K-30K
2280	Arkansas	36-45	F	White/Other	Married	2	Grad School	50K-75K
2281	South Carolina	66+	M	White/Other	Married	2	College	50K-75K
2282	Georgia			White/Other	Single	0		< 15K
2283	Pennsylvania		M	White/Other	Married	1	Grad School	> 125K
2284	Arkansas	36-45	F	White/Other	Single	0	Vocational	< 15K
2285	Arkansas	26-35	F	Hispanic	Married	1	College	40K-50K
2286	New Jersey	46-55	M	Asian	Single	0		50K-75K
2287	Tennessee	66+	M	White/Other	Single	1	Grad School	50K-75K
2288	Illinois	36-45	M	White/Other	Single	1		50K-75K
2289	California	56-65	M	White/Other	Single	0	College	50K-75K
2290	Illinois			White/Other	Single	1		50K-75K
2291	Florida	46-55	M	White/Other	Married	0	College	75K-100K
2292	Pennsylvania	46-55	M	White/Other	Single	1	High School	75K-100K
2293	Louisiana	56-65	M	African American	Married	1	High School	30K-40K
2294	Virginia	66+	M	White/Other	Single	0	High School	30K-40K
2295	Indiana	46-55	M	White/Other	Single	0	High School	75K-100K
2296	Florida	56-65	F	White/Other	Single	0		> 125K
2297	Washington	56-65	F	White/Other	Single	0	College	30K-40K
2298	New York	46-55	M	White/Other	Single	0	Grad School	> 125K
2299	Georgia			White/Other	Single	0		< 15K
2300	Iowa	56-65	F	White/Other	Married	1	College	75K-100K
2301	Florida		F	White/Other	Single	0		30K-40K
2302	Iowa	36-45	M	White/Other	Married	0	High School	50K-75K
2303	Michigan	36-45	F	White/Other	Single	1	High School	50K-75K
2304	North Carolina	46-55	M	White/Other	Married	0	College	15K-20K
2305	Pennsylvania	56-65	M	White/Other	Married	1	High School	100K-125K
2306	Maryland	56-65	M	White/Other	Married	1		75K-100K
2307	Florida	66+	M	White/Other	Single	0		20K-30K
2308	District of Columbia	56-65	M	African American	Married	1		< 15K
2309	California		M	White/Other	Married	0		> 125K
2310	South Carolina	18-25	F	White/Other	Married	2	High School	50K-75K
2311	South Dakota	66+	M	White/Other	Married	1	College	50K-75K
2312	Arizona	66+	M	White/Other	Married	0	Grad School	100K-125K
2313	California		F	White/Other	Married	1		15K-20K
2314	Idaho	66+	M	Asian	Married	0	College	50K-75K
2315	Missouri		F	White/Other	Single	0		40K-50K
2316	Pennsylvania	18-25	M	White/Other	Married	2	High School	100K-125K
2317	California			Hispanic	Single	0		40K-50K
2318	California	56-65	M	White/Other	Married	0	High School	> 125K
2319	Kentucky	36-45	M	Hispanic	Married	0	College	75K-100K
2320	Utah	26-35	F	White/Other	Single	0	College	20K-30K
2321	West Virginia	26-35	M	White/Other	Single	1	High School	> 125K
2322	California	66+	M	White/Other	Single	0		20K-30K
2323	Texas	56-65	M	Hispanic	Married	0	High School	75K-100K
2324	New York	46-55	M	White/Other	Single	0	High School	50K-75K
2325	Colorado		M	White/Other	Single	0		20K-30K
2326	Ohio	36-45	M	White/Other	Single	0		30K-40K
2327	Arizona		F	Hispanic	Married	1		30K-40K
2328	New York	18-25	F	African American	Single	0	High School	> 125K
2329	California	56-65	F	Hispanic	Married	1		50K-75K
2330	Louisiana	46-55	M	White/Other	Married	0	High School	50K-75K
2331	Massachusetts	18-25	F	White/Other	Married	2	College	75K-100K
2332	California	46-55	F	White/Other	Single	1	High School	> 125K
2333	California		F	White/Other	Married	0		100K-125K
2334	Indiana	36-45	F	White/Other	Single	3	College	50K-75K
2335	Minnesota	66+	M	White/Other	Married	1	College	30K-40K
2336	Indiana	46-55	F	White/Other	Single	0	College	50K-75K
2337	Florida	36-45	F	White/Other	Married	1	High School	50K-75K
2338	Florida	36-45	M	African American	Married	0	High School	20K-30K
2339	Louisiana	46-55	F	White/Other	Married	2	College	100K-125K
2340	North Carolina	26-35	F	White/Other	Married	1	High School	15K-20K
2341	Illinois	66+	M	African American	Married	1	College	< 15K
2342	Alabama	46-55	F	African American	Single	1	College	< 15K
2343	Texas	26-35	F	White/Other	Married	0	High School	> 125K
2344	Colorado	66+	M	White/Other	Married	1		50K-75K
2345	Tennessee		F	African American	Single	0		< 15K
2346	Colorado			White/Other	Single	0		15K-20K
2347	California	46-55	F	White/Other	Single	0	Grad School	20K-30K
2348	Missouri	56-65	M	White/Other	Single	0	High School	15K-20K
2349	New York	66+	F	White/Other	Married	0		> 125K
2350	South Carolina	36-45	F	White/Other	Single	2	College	15K-20K
2351	Connecticut	26-35	F	White/Other	Married	1	College	75K-100K
2352	Ohio	56-65	M	White/Other	Married	0		50K-75K
2353	Nebraska	46-55	M	White/Other	Married	1	College	40K-50K
2354	California	66+	F	White/Other	Married	0	College	20K-30K
2355	California	46-55	F	Asian	Married	1	High School	> 125K
2356	Pennsylvania	56-65	F	White/Other	Married	2		50K-75K
2357	Illinois	66+	F	White/Other	Married	1	Grad School	40K-50K
2358	Virginia	18-25	F	White/Other	Married	1	High School	50K-75K
2359	Tennessee	46-55	M	White/Other	Married	2	High School	50K-75K
2360	Missouri		F	White/Other	Single	1		40K-50K
2361	New York	18-25	F	White/Other	Married	0	College	> 125K
2362	Illinois	66+	F	White/Other	Single	0	College	50K-75K
2363	Iowa	56-65	F	White/Other	Married	1	College	30K-40K
2364	Michigan	66+	F	White/Other	Married	0		75K-100K
2365	Utah	36-45	M	White/Other	Married	0	College	> 125K
2366	Iowa	46-55	F	White/Other	Married	1	College	> 125K
2367	California	18-25	F	Asian	Single	0	College	40K-50K
2368	Wisconsin	36-45	M	White/Other	Married	1	College	> 125K
2369	California		F	African American	Single	0		> 125K
2370	California	36-45	F	White/Other	Married	1	High School	40K-50K
2371	Georgia		M	African American	Married	1		75K-100K
2372	Florida		F	African American	Married	1		50K-75K
2373	Virginia	36-45	M	African American	Married	1	College	75K-100K
2374	Texas		M	African American	Single	0		< 15K
2375	Alabama	66+	M	White/Other	Married	0		20K-30K
2376	California		F	White/Other	Married	1		50K-75K
2377	Alabama	56-65	F	White/Other	Single	1	High School	30K-40K
2378	Indiana	36-45	F	White/Other	Married	0		50K-75K
2379	Wisconsin		F	White/Other	Single	0		40K-50K
2380	Massachusetts	18-25	M	White/Other	Married	1		> 125K
2381	Kansas	18-25	F	White/Other	Married	1	High School	> 125K
2382	Kansas	66+	M	White/Other	Married	0		40K-50K
2383	Texas	18-25	M	White/Other	Single	2	College	100K-125K
2384	Alabama			African American	Single	0		30K-40K
2385	New York	46-55	M	White/Other	Single	1	High School	50K-75K
2386	Florida	66+	F	Hispanic	Single	0		15K-20K
2387	Massachusetts	36-45	F	White/Other	Married	1	High School	75K-100K
2388	Virginia	46-55	M	White/Other	Married	0	College	40K-50K
2389	Florida	18-25	F	White/Other	Single	0	High School	40K-50K
2390	Tennessee	46-55	F	White/Other	Married	1	High School	> 125K
2391	Georgia	26-35	M	African American	Single	1		50K-75K
2392	Kentucky	56-65	M	White/Other	Married	0	College	> 125K
2393	Virginia	46-55	F	African American	Single	0	High School	30K-40K
2394	Florida	56-65	F	White/Other	Married	1	College	> 125K
2395	New York	46-55	F	Asian	Married	1	High School	50K-75K
2396	Missouri	66+	F	White/Other	Married	0		50K-75K
2397	Minnesota	66+	M	White/Other	Single	0	High School	40K-50K
2398	Texas	66+	M	White/Other	Married	0	College	30K-40K
2399	North Carolina	26-35	M	White/Other	Married	1	High School	40K-50K
2400	North Carolina	46-55	F	White/Other	Married	2	High School	50K-75K
2401	New York	66+	M	White/Other	Single	0	High School	50K-75K
2402	Massachusetts	56-65	M	White/Other	Married	0	College	> 125K
2403	California	26-35	F	African American	Single	0		> 125K
2404	Texas	66+	M	White/Other	Single	1	College	40K-50K
2405	Michigan	56-65	M	White/Other	Married	1	College	75K-100K
2406	Illinois				Single	0		30K-40K
2407	Indiana	66+	F	White/Other	Married	0	High School	30K-40K
2408	Minnesota	66+	M	White/Other	Single	0	High School	50K-75K
2409	California	36-45	F	White/Other	Single	0	High School	50K-75K
2410	Kentucky	36-45	M	White/Other	Single	2	College	30K-40K
2411	South Carolina	46-55	F	African American	Married	1		40K-50K
2412	Texas	66+	F	Hispanic	Married	1		75K-100K
2413	New York	46-55	F	White/Other	Married	1	High School	> 125K
2414	Alabama	18-25	F	White/Other	Married	1	College	50K-75K
2415	Massachusetts	26-35	F	White/Other	Married	1	High School	75K-100K
2416	New York	26-35	F	White/Other	Married	0	High School	> 125K
2417	California	26-35	F	Hispanic	Single	0	High School	15K-20K
2418	Ohio	46-55	F	White/Other	Single	0	College	20K-30K
2419	New York		M	Hispanic	Single	0		> 125K
2420	Ohio	56-65	M	White/Other	Married	1	High School	40K-50K
2421	Maryland	18-25	M	White/Other	Married	0	High School	100K-125K
2422	Florida	36-45	F	Hispanic	Single	0	College	40K-50K
2423	California			African American	Single	0		< 15K
2424	West Virginia			White/Other	Single	0		> 125K
2425	New Jersey	36-45	F	White/Other	Single	0	College	75K-100K
2426	California	36-45	M	Hispanic	Married	2	College	50K-75K
2427	Texas	36-45	M	Hispanic	Married	0	College	75K-100K
2428	Florida	56-65	F	White/Other	Single	0	College	< 15K
2429	Texas	26-35	F	Hispanic	Single	0	High School	< 15K
2430	Indiana	56-65	M	White/Other	Married	1	High School	50K-75K
2431	Missouri		F	White/Other	Married	1		> 125K
2432	Maine		F	White/Other	Married	3	High School	40K-50K
2433	California	56-65	M	Hispanic	Single	2	High School	75K-100K
2434	Indiana		M	White/Other	Single	1		< 15K
2435	Michigan	56-65	M	White/Other	Single	0	Grad School	50K-75K
2436	Florida	26-35	F	White/Other	Married	0	College	> 125K
2437	Missouri	56-65	F	White/Other	Single	0	College	50K-75K
2438	California	56-65	F	Asian	Married	1	Grad School	50K-75K
2439	Pennsylvania	66+	F	White/Other	Single	0	Grad School	40K-50K
2440	Indiana	26-35	M	White/Other	Married	1		< 15K
2441	Florida	56-65	M	African American	Single	0		< 15K
2442	Virginia	36-45	F	White/Other	Married	1	College	50K-75K
2443	Montana	56-65	F	White/Other	Married	1	High School	50K-75K
2444	Missouri	66+	F	White/Other	Married	2	High School	15K-20K
2445	Michigan	46-55	M	White/Other	Married	0	Grad School	50K-75K
2446	California	56-65	F	White/Other	Married	0	Grad School	> 125K
2447	North Carolina	56-65	F	White/Other	Married	1	College	20K-30K
2448	Ohio	26-35	F	White/Other	Married	1	High School	50K-75K
2449	California		M	White/Other	Single	0		15K-20K
2450	Idaho	66+	F	White/Other	Married	0	College	50K-75K
2451	New York	46-55	F	African American	Single	1	High School	50K-75K
2452	Louisiana	66+	M	White/Other	Single	0		20K-30K
2453	California	66+	M	Asian	Married	1		40K-50K
2454	Texas			Hispanic	Married	0		75K-100K
2455	Texas	26-35	M	White/Other	Married	0	High School	40K-50K
2456	Georgia	36-45	M	White/Other	Married	1	High School	< 15K
2457	Florida	56-65	F	Hispanic	Married	1	High School	> 125K
2458	Arizona	66+	M	Asian	Single	0		20K-30K
2459	California	66+	F	White/Other	Single	1	College	20K-30K
2460	North Carolina		M	White/Other	Single	0		15K-20K
2461	Maine	56-65	F	White/Other	Married	0		75K-100K
2462	New York	66+	M	White/Other	Single	1	High School	> 125K
2463	New York	46-55	F	White/Other	Married	1	High School	> 125K
2464	Indiana	56-65	M	White/Other	Married	0		75K-100K
2465	Maryland	66+	M	White/Other	Single	0	College	75K-100K
2466	California	18-25	M	Hispanic	Married	0	High School	> 125K
2467	Michigan	36-45	F	White/Other	Married	1	Grad School	50K-75K
2468	Illinois	66+	F	White/Other	Married	0	College	100K-125K
2469	Mississippi	46-55	F	White/Other	Married	0	High School	40K-50K
2470	Maryland	26-35	F	Hispanic	Married	0	College	20K-30K
2471	Pennsylvania		F	White/Other	Single	0		50K-75K
2472	Louisiana	26-35	F	African American	Single	0		20K-30K
2473	California	56-65	F	White/Other	Married	0	High School	100K-125K
2474	Kentucky	66+	M	White/Other	Married	2		50K-75K
2475	Oregon	46-55	F	White/Other	Single	2	College	50K-75K
2476	Florida	36-45	F	White/Other	Married	2	College	50K-75K
2477	Rhode Island	26-35	M	White/Other	Married	2	High School	50K-75K
2478	North Carolina	56-65	F	White/Other	Single	0	High School	30K-40K
2479	Wisconsin			White/Other	Single	2		30K-40K
2480	Massachusetts	26-35	F	African American	Single	0	High School	100K-125K
2481	Pennsylvania	66+	F	White/Other	Married	0	High School	50K-75K
2482	Texas	56-65	F	Hispanic	Married	1	College	75K-100K
2483	California	56-65	M	White/Other	Single	0		15K-20K
2484	Pennsylvania	26-35	F	White/Other	Married	2	College	50K-75K
2485	Wisconsin		M	African American	Single	0		20K-30K
2486	Massachusetts	18-25	F	White/Other	Single	0	High School	40K-50K
2487	Arizona	46-55	F	White/Other	Married	1	High School	50K-75K
2488	Washington	66+	F	White/Other	Married	0	High School	100K-125K
2489	Florida	18-25	F	White/Other	Married	2		50K-75K
2490	Washington	56-65	M	Asian	Married	1	College	50K-75K
2491	Texas		M	White/Other	Married	2	High School	100K-125K
2492	North Carolina	56-65	M	White/Other	Married	1	High School	100K-125K
2493	Minnesota	36-45	F	White/Other	Single	1	College	75K-100K
2494	Nevada	56-65	F	White/Other	Single	3	Grad School	20K-30K
2495	Wisconsin	36-45	F	White/Other	Single	1	College	20K-30K
2496	Ohio	56-65	M	White/Other	Single	0	College	75K-100K
2497	New Mexico	18-25	M	Hispanic	Single	1	College	30K-40K
2498	Texas	36-45	F	Hispanic	Married	0	College	20K-30K
2499	Vermont	66+	M	White/Other	Married	1	High School	15K-20K
2500	Pennsylvania	66+	M	White/Other	Married	1		< 15K
2501	Iowa	26-35	M	White/Other	Married	0	High School	50K-75K
2502	Florida	56-65	F	White/Other	Single	1	College	50K-75K
2503	Mississippi	46-55	F	African American	Married	2	High School	50K-75K
2504	Texas	66+	F	White/Other	Single	1	College	15K-20K
2505	Tennessee	26-35	F	White/Other	Single	0	High School	15K-20K
2506	Minnesota	36-45	F	White/Other	Single	1		> 125K
2507	California	66+	F	White/Other	Married	0	High School	40K-50K
2508	California	66+	M	White/Other	Single	0		75K-100K
2509	Louisiana	46-55	F	White/Other	Married	1	College	75K-100K
2510	Pennsylvania	46-55	M	White/Other	Married	0	High School	40K-50K
2511	Maryland	56-65	F	White/Other	Single	0		40K-50K
2512	Ohio	26-35	M	White/Other	Single	0		< 15K
2513	Arizona	18-25	M	White/Other	Single	0		> 125K
2514	California	46-55	M	Hispanic	Married	1		50K-75K
2515	Wyoming	66+	M	White/Other	Married	1	High School	30K-40K
2516	Washington	46-55	M	Hispanic	Married	1	College	50K-75K
2517	North Carolina	66+	F	White/Other	Married	1	College	< 15K
2518	Maryland	36-45	M	African American	Married	0	High School	50K-75K
2519	North Carolina	66+	F	White/Other	Married	0	College	75K-100K
2520	California	36-45	F	Hispanic	Single	3	High School	15K-20K
2521	Missouri	26-35	F	White/Other	Married	1	High School	40K-50K
2522	Tennessee	26-35	M	White/Other	Single	0	High School	30K-40K
2523	Minnesota	56-65	M	White/Other	Married	0		100K-125K
2524	Pennsylvania	66+	F	White/Other	Married	0	Grad School	40K-50K
2525	Michigan	36-45	F	White/Other	Single	1	High School	40K-50K
2526	Louisiana	18-25	F	White/Other	Married	3	College	75K-100K
2527	California	26-35	M	Hispanic	Married	0	High School	20K-30K
2528	North Carolina	56-65	M	White/Other	Married	3	College	> 125K
2529	Colorado	26-35	F	White/Other	Married	1	High School	40K-50K
2530	Pennsylvania	66+	M	White/Other	Married	0	High School	50K-75K
2531	Kentucky	46-55	M	White/Other	Single	1	High School	50K-75K
2532	Alabama	46-55	F	White/Other	Married	1	Grad School	75K-100K
2533	Delaware		M	White/Other	Married	1		20K-30K
2534	New York	66+	M	White/Other	Married	3	College	100K-125K
2535	South Carolina	56-65	F	White/Other	Single	0	Grad School	15K-20K
2536	Texas		F	White/Other	Single	0		> 125K
2537	Florida	46-55	F	White/Other	Single	1	College	15K-20K
2538	Florida	46-55	M	White/Other	Married	2	High School	20K-30K
2539	Georgia	66+	M	African American	Married	0	High School	50K-75K
2540	Pennsylvania	66+	F	White/Other	Married	2	Grad School	75K-100K
2541	North Carolina	26-35	M	White/Other	Single	0		75K-100K
2542	North Carolina	46-55	F	White/Other	Married	1		> 125K
2543	Florida	56-65	M	White/Other	Single	0	High School	100K-125K
2544	California			African American	Single	0		20K-30K
2545	California	26-35	F	White/Other	Single	0	High School	> 125K
2546	California	46-55	M	White/Other	Married	1	Grad School	50K-75K
2547	Missouri	56-65	F	White/Other	Single	1		20K-30K
2548	Arizona	56-65	F	White/Other	Married	3	College	> 125K
2549	Colorado	46-55	F	White/Other	Married	3	College	> 125K
2550	New York		F	African American	Single	0		< 15K
2551	Missouri	66+	M	White/Other	Single	1	College	50K-75K
2552	Arkansas	36-45	M	White/Other	Single	0		50K-75K
2553	Indiana	66+	M	White/Other	Married	0	High School	15K-20K
2554	Louisiana	46-55	M	White/Other	Single	0	Grad School	50K-75K
2555	Massachusetts	26-35	F	White/Other	Married	1	High School	> 125K
2556	Louisiana	46-55	M	White/Other	Single	0		40K-50K
2557	Minnesota	66+	F	White/Other	Married	2	High School	100K-125K
2558	Missouri	46-55	M	White/Other	Single	0	High School	20K-30K
2559	Colorado	46-55	M	White/Other	Married	1	College	75K-100K
2560	Ohio		M	White/Other	Single	0		20K-30K
2561	Mississippi		M	Asian	Single	0		> 125K
2562	Missouri			White/Other	Single	0		< 15K
2563	Georgia		F	White/Other	Single	0		30K-40K
2564	Texas		M	Hispanic	Married	1		75K-100K
2565	Pennsylvania	18-25	F	Hispanic	Married	0	High School	20K-30K
2566	California	56-65	F	White/Other	Single	1	High School	75K-100K
2567	Washington	66+	F	White/Other	Married	0		20K-30K
2568	Minnesota	66+	F	White/Other	Single	0	College	40K-50K
2569	Massachusetts	46-55	F	White/Other	Married	1	College	75K-100K
2570	Massachusetts	56-65	F	White/Other	Married	1	High School	75K-100K
2571	Louisiana	26-35	F	White/Other	Married	2	High School	30K-40K
2572	Minnesota	66+	F	White/Other	Married	0		20K-30K
2573	New York	26-35	M	White/Other	Single	1	High School	> 125K
2574	Nebraska			White/Other	Married	2		50K-75K
2575	Mississippi	56-65	M	African American	Married	0	College	75K-100K
2576	California	46-55	M	Hispanic	Married	1	High School	> 125K
2577	Colorado	36-45	M	Hispanic	Single	1	College	50K-75K
2578	Florida	36-45	F	Hispanic	Single	1	Grad School	40K-50K
2579	New York		F	White/Other	Single	0		30K-40K
2580	Michigan	46-55	M	White/Other	Married	1		50K-75K
2581	Texas	66+	F	Asian	Married	1		> 125K
2582	Pennsylvania	36-45	F	White/Other	Single	0	High School	15K-20K
2583	Tennessee	26-35	M	White/Other	Single	0		< 15K
2584	Oklahoma	46-55	F	White/Other	Married	3	College	50K-75K
2585	Arizona	46-55	M	White/Other	Married	3	High School	> 125K
2586	Kentucky	36-45	F	White/Other	Single	2	High School	30K-40K
2587	Virginia	56-65	M	White/Other	Single	0		> 125K
2588	Ohio	66+	F	White/Other	Single	0	Grad School	> 125K
2589	Wisconsin	56-65	M	White/Other	Married	0	High School	75K-100K
2590	Missouri	36-45	F	White/Other	Married	1	Grad School	50K-75K
2591	Vermont	36-45	M	White/Other	Married	1	College	50K-75K
2592	Illinois	46-55	F	White/Other	Single	1	College	50K-75K
2593	Utah		F	White/Other	Single	0		> 125K
2594	Oregon	18-25	M	White/Other	Single	0	High School	20K-30K
2595	Pennsylvania	66+	M	White/Other	Married	0	Grad School	50K-75K
2596	Tennessee			White/Other	Married	1		75K-100K
2597	Virginia		F	White/Other	Single	0		50K-75K
2598	West Virginia	66+	F	White/Other	Married	0	High School	40K-50K
2599	Pennsylvania	66+	F	White/Other	Married	0	High School	50K-75K
2600	Alabama	26-35	F	White/Other	Married	0	High School	15K-20K
2601	California	46-55	F	Hispanic	Married	1		40K-50K
2602	Oklahoma	56-65	M	White/Other	Married	1		30K-40K
2603	Kentucky		F	White/Other	Single	1		20K-30K
2604	New York		F	White/Other	Married	0		75K-100K
2605	Ohio	66+	M	White/Other	Married	0	High School	20K-30K
2606	Texas	46-55	F	Asian	Single	0		75K-100K
2607	Florida	46-55	F	Hispanic	Married	0		50K-75K
2608	Texas	66+	M	White/Other	Married	0	High School	50K-75K
2609	Florida		M	African American	Single	0		> 125K
2610	Missouri	46-55	F	White/Other	Married	0	Grad School	20K-30K
2611	Florida	26-35	F	White/Other	Married	1	High School	75K-100K
2612	Texas	46-55	M	Asian	Married	0	College	50K-75K
2613	Virginia	36-45	M	White/Other	Single	1	High School	40K-50K
2614	New Jersey	26-35	F	Hispanic	Single	0		20K-30K
2615	Florida	46-55	F	White/Other	Single	0		50K-75K
2616	New York	46-55	M	White/Other	Single	2	College	40K-50K
2617	Georgia	46-55	F	White/Other	Single	0	High School	< 15K
2618	Massachusetts	66+	M	White/Other	Married	1		50K-75K
2619	Arizona	56-65	M	White/Other	Married	0	College	> 125K
2620	Illinois		F	Hispanic	Single	2		50K-75K
2621	Delaware	46-55	M	White/Other	Single	0		75K-100K
2622	Pennsylvania		M	African American	Single	0		< 15K
